

=== Predictions on test data ===

    inst#     actual  predicted error prediction
     1069        1:?   1:lncRNA       0.904 
     1070        1:?   1:lncRNA       0.879 
     1071        1:?   1:lncRNA       0.879 
     1072        1:?   1:lncRNA       0.879 
     1073        1:?   1:lncRNA       0.879 
     1074        1:?   1:lncRNA       0.879 
     1075        1:?   1:lncRNA       0.879 
     1076        1:?   1:lncRNA       0.879 
     1077        1:?   1:lncRNA       0.904 
     1078        1:?   1:lncRNA       0.904 
     1079        1:?   1:lncRNA       0.879 
     1080        1:?   1:lncRNA       0.879 
     1081        1:?   1:lncRNA       0.879 
     1082        1:?   1:lncRNA       0.879 
     1083        1:?   1:lncRNA       0.879 
     1084        1:?   1:lncRNA       0.879 
     1085        1:?   1:lncRNA       0.834 
     1086        1:?   1:lncRNA       0.879 
     1087        1:?   1:lncRNA       0.879 
     1088        1:?   1:lncRNA       0.879 
     1089        1:?   1:lncRNA       0.904 
     1090        1:?   1:lncRNA       0.904 
     1091        1:?   1:lncRNA       0.904 
     1092        1:?   1:lncRNA       0.879 
     1093        1:?   1:lncRNA       0.879 
     1094        1:?   1:lncRNA       0.904 
     1095        1:?   1:lncRNA       0.904 
     1096        1:?   1:lncRNA       0.904 
     1097        1:?   1:lncRNA       0.879 
     1098        1:?   1:lncRNA       0.904 
     1099        1:?   1:lncRNA       0.834 
     1100        1:?   1:lncRNA       0.879 
     1101        1:?   1:lncRNA       0.834 
     1102        1:?   1:lncRNA       0.834 
     1103        1:?   1:lncRNA       0.904 
     1104        1:?   1:lncRNA       0.834 
     1105        1:?   1:lncRNA       0.834 
     1106        1:?   1:lncRNA       0.834 
     1107        1:?   1:lncRNA       0.879 
     1108        1:?   1:lncRNA       0.834 
     1109        1:?   1:lncRNA       0.879 
     1110        1:?   1:lncRNA       0.834 
     1111        1:?   1:lncRNA       0.834 
     1112        1:?   1:lncRNA       0.904 
     1113        1:?   1:lncRNA       0.879 
     1114        1:?   1:lncRNA       0.834 
     1115        1:?   1:lncRNA       0.904 
     1116        1:?   1:lncRNA       0.834 
     1117        1:?   1:lncRNA       0.879 
     1118        1:?   1:lncRNA       0.834 
     1119        1:?   1:lncRNA       0.834 
     1120        1:?   1:lncRNA       0.879 
     1121        1:?   1:lncRNA       0.904 
     1122        1:?   1:lncRNA       0.879 
     1123        1:?   1:lncRNA       0.879 
     1124        1:?   1:lncRNA       0.904 
     1125        1:?   1:lncRNA       0.879 
     1126        1:?   1:lncRNA       0.904 
     1127        1:?   1:lncRNA       0.879 
     1128        1:?   1:lncRNA       0.904 
     1129        1:?   1:lncRNA       0.904 
     1130        1:?   1:lncRNA       0.879 
     1131        1:?   1:lncRNA       0.904 
     1132        1:?   1:lncRNA       0.879 
     1133        1:?   1:lncRNA       0.834 
     1134        1:?   1:lncRNA       0.904 
     1135        1:?   1:lncRNA       0.834 
     1136        1:?   1:lncRNA       0.834 
     1137        1:?   1:lncRNA       0.834 
     1138        1:?   1:lncRNA       0.834 
     1139        1:?   1:lncRNA       0.834 
     1140        1:?   1:lncRNA       0.879 
     1141        1:?   1:lncRNA       0.834 
     1142        1:?   1:lncRNA       0.879 
     1143        1:?   1:lncRNA       0.904 
     1144        1:?   1:lncRNA       0.879 
     1145        1:?   1:lncRNA       0.834 
     1146        1:?   1:lncRNA       0.879 
     1147        1:?   1:lncRNA       0.904 
     1148        1:?   1:lncRNA       0.904 
     1149        1:?   1:lncRNA       0.834 
     1150        1:?   1:lncRNA       0.904 
     1151        1:?   1:lncRNA       0.834 
     1152        1:?   1:lncRNA       0.879 
     1153        1:?   1:lncRNA       0.879 
     1154        1:?   1:lncRNA       0.879 
     1155        1:?   1:lncRNA       0.879 
     1156        1:?   1:lncRNA       0.879 
     1157        1:?   1:lncRNA       0.879 
     1158        1:?   1:lncRNA       0.879 
     1159        1:?   1:lncRNA       0.834 
     1160        1:?   1:lncRNA       0.904 
     1161        1:?   1:lncRNA       0.879 
     1162        1:?   1:lncRNA       0.879 
     1163        1:?   1:lncRNA       0.879 
     1164        1:?   1:lncRNA       0.904 
     1165        1:?   1:lncRNA       0.834 
     1166        1:?   1:lncRNA       0.879 
     1167        1:?   1:lncRNA       0.879 
     1168        1:?   1:lncRNA       0.879 
     1169        1:?   1:lncRNA       0.879 
     1170        1:?   1:lncRNA       0.834 
     1171        1:?   1:lncRNA       0.879 
     1172        1:?   1:lncRNA       0.904 
     1173        1:?   1:lncRNA       0.834 
     1174        1:?   1:lncRNA       0.834 
     1175        1:?   1:lncRNA       0.879 
     1176        1:?   1:lncRNA       0.879 
     1177        1:?   1:lncRNA       0.904 
     1178        1:?   1:lncRNA       0.879 
     1179        1:?   1:lncRNA       0.879 
     1180        1:?   1:lncRNA       0.879 
     1181        1:?   1:lncRNA       0.879 
     1182        1:?   1:lncRNA       0.879 
     1183        1:?   1:lncRNA       0.879 
     1184        1:?   1:lncRNA       0.834 
     1185        1:?   1:lncRNA       0.834 
     1186        1:?   1:lncRNA       0.904 
     1187        1:?   1:lncRNA       0.834 
     1188        1:?   1:lncRNA       0.879 
     1189        1:?   1:lncRNA       0.904 
     1190        1:?   1:lncRNA       0.834 
     1191        1:?   1:lncRNA       0.879 
     1192        1:?   1:lncRNA       0.879 
     1193        1:?   1:lncRNA       0.904 
     1194        1:?   1:lncRNA       0.879 
     1195        1:?   1:lncRNA       0.834 
     1196        1:?   1:lncRNA       0.904 
     1197        1:?   1:lncRNA       0.834 
     1198        1:?   1:lncRNA       0.879 
     1199        1:?   1:lncRNA       0.834 
     1200        1:?   1:lncRNA       0.834 
     1201        1:?   1:lncRNA       0.834 
     1202        1:?   1:lncRNA       0.879 
     1203        1:?   1:lncRNA       0.834 
     1204        1:?   1:lncRNA       0.879 
     1205        1:?   1:lncRNA       0.834 
     1206        1:?   1:lncRNA       0.879 
     1207        1:?   1:lncRNA       0.879 
     1208        1:?   1:lncRNA       0.879 
     1209        1:?   1:lncRNA       0.879 
     1210        1:?   1:lncRNA       0.904 
     1211        1:?   1:lncRNA       0.904 
     1212        1:?   1:lncRNA       0.879 
     1213        1:?   1:lncRNA       0.904 
     1214        1:?   1:lncRNA       0.879 
     1215        1:?   1:lncRNA       0.904 
     1216        1:?   1:lncRNA       0.879 
     1217        1:?   1:lncRNA       0.879 
     1218        1:?   1:lncRNA       0.834 
     1219        1:?   1:lncRNA       0.879 
     1220        1:?   1:lncRNA       0.834 
     1221        1:?   1:lncRNA       0.886 
     1222        1:?   1:lncRNA       0.834 
     1223        1:?   1:lncRNA       0.879 
     1224        1:?   1:lncRNA       0.879 
     1225        1:?   1:lncRNA       0.904 
     1226        1:?   1:lncRNA       0.834 
     1227        1:?   1:lncRNA       0.834 
     1228        1:?   1:lncRNA       0.879 
     1229        1:?   1:lncRNA       0.879 
     1230        1:?   1:lncRNA       0.834 
     1231        1:?   1:lncRNA       0.879 
     1232        1:?   1:lncRNA       0.879 
     1233        1:?   1:lncRNA       0.879 
     1234        1:?   1:lncRNA       0.879 
     1235        1:?   1:lncRNA       0.879 
     1236        1:?   1:lncRNA       0.879 
     1237        1:?   1:lncRNA       0.834 
     1238        1:?   1:lncRNA       0.879 
     1239        1:?   1:lncRNA       0.879 
     1240        1:?   1:lncRNA       0.904 
     1241        1:?   1:lncRNA       0.834 
     1242        1:?   1:lncRNA       0.879 
     1243        1:?   1:lncRNA       0.879 
     1244        1:?   1:lncRNA       0.834 
     1245        1:?   1:lncRNA       0.834 
     1246        1:?   1:lncRNA       0.834 
     1247        1:?   1:lncRNA       0.834 
     1248        1:?   1:lncRNA       0.879 
     1249        1:?   1:lncRNA       0.904 
     1250        1:?   1:lncRNA       0.904 
     1251        1:?   1:lncRNA       0.879 
     1252        1:?   1:lncRNA       0.879 
     1253        1:?   1:lncRNA       0.834 
     1254        1:?   1:lncRNA       0.834 
     1255        1:?   1:lncRNA       0.834 
     1256        1:?   1:lncRNA       0.834 
     1257        1:?   1:lncRNA       0.879 
     1258        1:?   1:lncRNA       0.834 
     1259        1:?   1:lncRNA       0.904 
     1260        1:?   1:lncRNA       0.879 
     1261        1:?   1:lncRNA       0.834 
     1262        1:?   1:lncRNA       0.879 
     1263        1:?   1:lncRNA       0.879 
     1264        1:?   1:lncRNA       0.904 
     1265        1:?   1:lncRNA       0.834 
     1266        1:?   1:lncRNA       0.879 
     1267        1:?   1:lncRNA       0.879 
     1268        1:?   1:lncRNA       0.904 
     1269        1:?   1:lncRNA       0.834 
     1270        1:?   1:lncRNA       0.879 
     1271        1:?   1:lncRNA       0.834 
     1272        1:?   1:lncRNA       0.834 
     1273        1:?   1:lncRNA       0.834 
     1274        1:?   1:lncRNA       0.904 
     1275        1:?   1:lncRNA       0.904 
     1276        1:?   1:lncRNA       0.879 
     1277        1:?   1:lncRNA       0.879 
     1278        1:?   1:lncRNA       0.834 
     1279        1:?   1:lncRNA       0.904 
     1280        1:?   1:lncRNA       0.834 
     1281        1:?   1:lncRNA       0.879 
     1282        1:?   1:lncRNA       0.834 
     1283        1:?   1:lncRNA       0.904 
     1284        1:?   1:lncRNA       0.904 
     1285        1:?   1:lncRNA       0.879 
     1286        1:?   1:lncRNA       0.879 
     1287        1:?   1:lncRNA       0.834 
     1288        1:?   1:lncRNA       0.904 
     1289        1:?   1:lncRNA       0.879 
     1290        1:?   1:lncRNA       0.834 
     1291        1:?   1:lncRNA       0.879 
     1292        1:?   1:lncRNA       0.879 
     1293        1:?   1:lncRNA       0.834 
     1294        1:?   1:lncRNA       0.834 
     1295        1:?   1:lncRNA       0.834 
     1296        1:?   1:lncRNA       0.834 
     1297        1:?   1:lncRNA       0.879 
     1298        1:?   1:lncRNA       0.904 
     1299        1:?   1:lncRNA       0.904 
     1300        1:?   1:lncRNA       0.834 
     1301        1:?   1:lncRNA       0.879 
     1302        1:?   1:lncRNA       0.879 
     1303        1:?   1:lncRNA       0.879 
     1304        1:?   1:lncRNA       0.834 
     1305        1:?   1:lncRNA       0.904 
     1306        1:?   1:lncRNA       0.879 
     1307        1:?   1:lncRNA       0.834 
     1308        1:?   1:lncRNA       0.834 
     1309        1:?   1:lncRNA       0.834 
     1310        1:?   1:lncRNA       0.904 
     1311        1:?   1:lncRNA       0.879 
     1312        1:?   1:lncRNA       0.834 
     1313        1:?   1:lncRNA       0.904 
     1314        1:?   1:lncRNA       0.834 
     1315        1:?   1:lncRNA       0.834 
     1316        1:?   1:lncRNA       0.834 
     1317        1:?   1:lncRNA       0.879 
     1318        1:?   1:lncRNA       0.879 
     1319        1:?   1:lncRNA       0.879 
     1320        1:?   1:lncRNA       0.834 
     1321        1:?   1:lncRNA       0.834 
     1322        1:?   1:lncRNA       0.879 
     1323        1:?   1:lncRNA       0.904 
     1324        1:?   1:lncRNA       0.879 
     1325        1:?   1:lncRNA       0.904 
     1326        1:?   1:lncRNA       0.834 
     1327        1:?   1:lncRNA       0.879 
     1328        1:?   1:lncRNA       0.879 
     1329        1:?   1:lncRNA       0.886 
     1330        1:?   1:lncRNA       0.834 
     1331        1:?   1:lncRNA       0.879 
     1332        1:?   1:lncRNA       0.904 
     1333        1:?   1:lncRNA       0.879 
     1334        1:?   1:lncRNA       0.904 
     1335        1:?   1:lncRNA       0.879 
     1336        1:?   1:lncRNA       0.904 
     1337        1:?   1:lncRNA       0.834 
     1338        1:?   1:lncRNA       0.879 
     1339        1:?   1:lncRNA       0.904 
     1340        1:?   1:lncRNA       0.879 
     1341        1:?   1:lncRNA       0.904 
     1342        1:?   1:lncRNA       0.834 
     1343        1:?   1:lncRNA       0.879 
     1344        1:?   1:lncRNA       0.879 
     1345        1:?   1:lncRNA       0.834 
     1346        1:?   1:lncRNA       0.879 
     1347        1:?   1:lncRNA       0.904 
     1348        1:?   1:lncRNA       0.904 
     1349        1:?   1:lncRNA       0.904 
     1350        1:?   1:lncRNA       0.879 
     1351        1:?   1:lncRNA       0.834 
     1352        1:?   1:lncRNA       0.904 
     1353        1:?   1:lncRNA       0.904 
     1354        1:?   1:lncRNA       0.904 
     1355        1:?   1:lncRNA       0.834 
     1356        1:?   1:lncRNA       0.879 
     1357        1:?   1:lncRNA       0.879 
     1358        1:?   1:lncRNA       0.904 
     1359        1:?   1:lncRNA       0.879 
     1360        1:?   1:lncRNA       0.879 
     1361        1:?   1:lncRNA       0.904 
     1362        1:?   1:lncRNA       0.879 
     1363        1:?   1:lncRNA       0.834 
     1364        1:?   1:lncRNA       0.879 
     1365        1:?   1:lncRNA       0.879 
     1366        1:?   1:lncRNA       0.879 
     1367        1:?   1:lncRNA       0.879 
     1368        1:?   1:lncRNA       0.879 
     1369        1:?   1:lncRNA       0.834 
     1370        1:?   1:lncRNA       0.834 
     1371        1:?   1:lncRNA       0.834 
     1372        1:?   1:lncRNA       0.834 
     1373        1:?   1:lncRNA       0.879 
     1374        1:?   1:lncRNA       0.879 
     1375        1:?   1:lncRNA       0.879 
     1376        1:?   1:lncRNA       0.879 
     1377        1:?   1:lncRNA       0.904 
     1378        1:?   1:lncRNA       0.834 
     1379        1:?   1:lncRNA       0.879 
     1380        1:?   1:lncRNA       0.879 
     1381        1:?   1:lncRNA       0.904 
     1382        1:?   1:lncRNA       0.904 
     1383        1:?   1:lncRNA       0.879 
     1384        1:?   1:lncRNA       0.879 
     1385        1:?   1:lncRNA       0.879 
     1386        1:?   1:lncRNA       0.904 
     1387        1:?   1:lncRNA       0.834 
     1388        1:?   1:lncRNA       0.879 
     1389        1:?   1:lncRNA       0.879 
     1390        1:?   1:lncRNA       0.879 
     1391        1:?   1:lncRNA       0.904 
     1392        1:?   1:lncRNA       0.904 
     1393        1:?   1:lncRNA       0.879 
     1394        1:?   1:lncRNA       0.834 
     1395        1:?   1:lncRNA       0.879 
     1396        1:?   1:lncRNA       0.879 
     1397        1:?   1:lncRNA       0.879 
     1398        1:?   1:lncRNA       0.834 
     1399        1:?   1:lncRNA       0.834 
     1400        1:?   1:lncRNA       0.879 
     1401        1:?   1:lncRNA       0.834 
     1402        1:?   1:lncRNA       0.904 
     1403        1:?   1:lncRNA       0.879 
     1404        1:?   1:lncRNA       0.834 
     1405        1:?   1:lncRNA       0.879 
     1406        1:?   1:lncRNA       0.904 
     1407        1:?   1:lncRNA       0.834 
     1408        1:?   1:lncRNA       0.879 
     1409        1:?   1:lncRNA       0.834 
     1410        1:?   1:lncRNA       0.879 
     1411        1:?   1:lncRNA       0.879 
     1412        1:?   1:lncRNA       0.904 
     1413        1:?   1:lncRNA       0.904 
     1414        1:?   1:lncRNA       0.834 
     1415        1:?   1:lncRNA       0.834 
     1416        1:?   1:lncRNA       0.879 
     1417        1:?   1:lncRNA       0.879 
     1418        1:?   1:lncRNA       0.879 
     1419        1:?   1:lncRNA       0.904 
     1420        1:?   1:lncRNA       0.879 
     1421        1:?   1:lncRNA       0.904 
     1422        1:?   1:lncRNA       0.834 
     1423        1:?   1:lncRNA       0.834 
     1424        1:?   1:lncRNA       0.879 
     1425        1:?   1:lncRNA       0.834 
     1426        1:?   1:lncRNA       0.879 
     1427        1:?   1:lncRNA       0.904 
     1428        1:?   1:lncRNA       0.879 
     1429        1:?   1:lncRNA       0.879 
     1430        1:?   1:lncRNA       0.879 
     1431        1:?   1:lncRNA       0.879 
     1432        1:?   1:lncRNA       0.879 
     1433        1:?   1:lncRNA       0.834 
     1434        1:?   1:lncRNA       0.834 
     1435        1:?   1:lncRNA       0.886 
     1436        1:?   1:lncRNA       0.904 
     1437        1:?   1:lncRNA       0.879 
     1438        1:?   1:lncRNA       0.904 
     1439        1:?   1:lncRNA       0.879 
     1440        1:?   1:lncRNA       0.879 
     1441        1:?   1:lncRNA       0.879 
     1442        1:?   1:lncRNA       0.879 
     1443        1:?   1:lncRNA       0.834 
     1444        1:?   1:lncRNA       0.879 
     1445        1:?   1:lncRNA       0.904 
     1446        1:?   1:lncRNA       0.904 
     1447        1:?   1:lncRNA       0.834 
     1448        1:?   1:lncRNA       0.879 
     1449        1:?   1:lncRNA       0.879 
     1450        1:?   1:lncRNA       0.879 
     1451        1:?   1:lncRNA       0.904 
     1452        1:?   1:lncRNA       0.904 
     1453        1:?   1:lncRNA       0.834 
     1454        1:?   1:lncRNA       0.834 
     1455        1:?   1:lncRNA       0.879 
     1456        1:?   1:lncRNA       0.904 
     1457        1:?   1:lncRNA       0.834 
     1458        1:?   1:lncRNA       0.904 
     1459        1:?   1:lncRNA       0.879 
     1460        1:?   1:lncRNA       0.834 
     1461        1:?   1:lncRNA       0.879 
     1462        1:?   1:lncRNA       0.834 
     1463        1:?   1:lncRNA       0.879 
     1464        1:?   1:lncRNA       0.834 
     1465        1:?   1:lncRNA       0.879 
     1466        1:?   1:lncRNA       0.879 
     1467        1:?   1:lncRNA       0.904 
     1468        1:?   1:lncRNA       0.834 
     1469        1:?   1:lncRNA       0.879 
     1470        1:?   1:lncRNA       0.834 
     1471        1:?   1:lncRNA       0.904 
     1472        1:?   1:lncRNA       0.904 
     1473        1:?   1:lncRNA       0.834 
     1474        1:?   1:lncRNA       0.879 
     1475        1:?   1:lncRNA       0.834 
     1476        1:?   1:lncRNA       0.834 
     1477        1:?   1:lncRNA       0.879 
     1478        1:?   1:lncRNA       0.834 
     1479        1:?   1:lncRNA       0.879 
     1480        1:?   1:lncRNA       0.834 
     1481        1:?   1:lncRNA       0.834 
     1482        1:?   1:lncRNA       0.879 
     1483        1:?   1:lncRNA       0.879 
     1484        1:?   1:lncRNA       0.879 
     1485        1:?   1:lncRNA       0.904 
     1486        1:?   1:lncRNA       0.834 
     1487        1:?   1:lncRNA       0.904 
     1488        1:?   1:lncRNA       0.879 
     1489        1:?   1:lncRNA       0.879 
     1490        1:?   1:lncRNA       0.904 
     1491        1:?   1:lncRNA       0.904 
     1492        1:?   1:lncRNA       0.904 
     1493        1:?   1:lncRNA       0.834 
     1494        1:?   1:lncRNA       0.834 
     1495        1:?   1:lncRNA       0.904 
     1496        1:?   1:lncRNA       0.834 
     1497        1:?   1:lncRNA       0.879 
     1498        1:?   1:lncRNA       0.834 
     1499        1:?   1:lncRNA       0.904 
     1500        1:?   1:lncRNA       0.879 
     1501        1:?   1:lncRNA       0.879 
     1502        1:?   1:lncRNA       0.904 
     1503        1:?   1:lncRNA       0.904 
     1504        1:?   1:lncRNA       0.879 
     1505        1:?   1:lncRNA       0.834 
     1506        1:?   1:lncRNA       0.834 
     1507        1:?   1:lncRNA       0.834 
     1508        1:?   1:lncRNA       0.879 
     1509        1:?   1:lncRNA       0.879 
     1510        1:?   1:lncRNA       0.834 
     1511        1:?   1:lncRNA       0.886 
     1512        1:?   1:lncRNA       0.834 
     1513        1:?   1:lncRNA       0.834 
     1514        1:?   1:lncRNA       0.904 
     1515        1:?   1:lncRNA       0.834 
     1516        1:?   1:lncRNA       0.879 
     1517        1:?   1:lncRNA       0.904 
     1518        1:?   1:lncRNA       0.879 
     1519        1:?   1:lncRNA       0.879 
     1520        1:?   1:lncRNA       0.879 
     1521        1:?   1:lncRNA       0.879 
     1522        1:?   1:lncRNA       0.879 
     1523        1:?   1:lncRNA       0.879 
     1524        1:?   1:lncRNA       0.879 
     1525        1:?   1:lncRNA       0.879 
     1526        1:?   1:lncRNA       0.879 
     1527        1:?   1:lncRNA       0.879 
     1528        1:?   1:lncRNA       0.879 
     1529        1:?   1:lncRNA       0.834 
     1530        1:?   1:lncRNA       0.879 
     1531        1:?   1:lncRNA       0.879 
     1532        1:?   1:lncRNA       0.904 
     1533        1:?   1:lncRNA       0.904 
     1534        1:?   1:lncRNA       0.879 
     1535        1:?   1:lncRNA       0.904 
     1536        1:?   1:lncRNA       0.834 
     1537        1:?   1:lncRNA       0.834 
     1538        1:?   1:lncRNA       0.904 
     1539        1:?   1:lncRNA       0.904 
     1540        1:?   1:lncRNA       0.834 
     1541        1:?   1:lncRNA       0.879 
     1542        1:?   1:lncRNA       0.879 
     1543        1:?   1:lncRNA       0.879 
     1544        1:?   1:lncRNA       0.879 
     1545        1:?   1:lncRNA       0.904 
     1546        1:?   1:lncRNA       0.879 
     1547        1:?   1:lncRNA       0.879 
     1548        1:?   1:lncRNA       0.904 
     1549        1:?   1:lncRNA       0.879 
     1550        1:?   1:lncRNA       0.834 
     1551        1:?   1:lncRNA       0.904 
     1552        1:?   1:lncRNA       0.879 
     1553        1:?   1:lncRNA       0.879 
     1554        1:?   1:lncRNA       0.904 
     1555        1:?   1:lncRNA       0.879 
     1556        1:?   1:lncRNA       0.904 
     1557        1:?   1:lncRNA       0.834 
     1558        1:?   1:lncRNA       0.879 
     1559        1:?   1:lncRNA       0.879 
     1560        1:?   1:lncRNA       0.904 
     1561        1:?   1:lncRNA       0.879 
     1562        1:?   1:lncRNA       0.879 
     1563        1:?   1:lncRNA       0.834 
     1564        1:?   1:lncRNA       0.879 
     1565        1:?   1:lncRNA       0.904 
     1566        1:?   1:lncRNA       0.904 
     1567        1:?   1:lncRNA       0.904 
     1568        1:?   1:lncRNA       0.879 
     1569        1:?   1:lncRNA       0.834 
     1570        1:?   1:lncRNA       0.834 
     1571        1:?   1:lncRNA       0.834 
     1572        1:?   1:lncRNA       0.834 
     1573        1:?   1:lncRNA       0.879 
     1574        1:?   1:lncRNA       0.834 
     1575        1:?   1:lncRNA       0.879 
     1576        1:?   1:lncRNA       0.879 
     1577        1:?   1:lncRNA       0.879 
     1578        1:?   1:lncRNA       0.879 
     1579        1:?   1:lncRNA       0.879 
     1580        1:?   1:lncRNA       0.904 
     1581        1:?   1:lncRNA       0.879 
     1582        1:?   1:lncRNA       0.879 
     1583        1:?   1:lncRNA       0.904 
     1584        1:?   1:lncRNA       0.904 
     1585        1:?   1:lncRNA       0.879 
     1586        1:?   1:lncRNA       0.834 
     1587        1:?   1:lncRNA       0.834 
     1588        1:?   1:lncRNA       0.879 
     1589        1:?   1:lncRNA       0.879 
     1590        1:?   1:lncRNA       0.886 
     1591        1:?   1:lncRNA       0.904 
     1592        1:?   1:lncRNA       0.879 
     1593        1:?   1:lncRNA       0.886 
     1594        1:?   1:lncRNA       0.904 
     1595        1:?   1:lncRNA       0.904 
     1596        1:?   1:lncRNA       0.879 
     1597        1:?   1:lncRNA       0.834 
     1598        1:?   1:lncRNA       0.904 
     1599        1:?   1:lncRNA       0.879 
     1600        1:?   1:lncRNA       0.879 
     1601        1:?   1:lncRNA       0.834 
     1602        1:?   1:lncRNA       0.834 
     1603        1:?   1:lncRNA       0.834 
     1604        1:?   1:lncRNA       0.834 
     1605        1:?   1:lncRNA       0.879 
     1606        1:?   1:lncRNA       0.879 
     1607        1:?   1:lncRNA       0.879 
     1608        1:?   1:lncRNA       0.879 
     1609        1:?   1:lncRNA       0.904 
     1610        1:?   1:lncRNA       0.879 
     1611        1:?   1:lncRNA       0.834 
     1612        1:?   1:lncRNA       0.834 
     1613        1:?   1:lncRNA       0.904 
     1614        1:?   1:lncRNA       0.834 
     1615        1:?   1:lncRNA       0.879 
     1616        1:?   1:lncRNA       0.879 
     1617        1:?   1:lncRNA       0.879 
     1618        1:?   1:lncRNA       0.879 
     1619        1:?   1:lncRNA       0.834 
     1620        1:?   1:lncRNA       0.879 
     1621        1:?   1:lncRNA       0.904 
     1622        1:?   1:lncRNA       0.904 
     1623        1:?   1:lncRNA       0.904 
     1624        1:?   1:lncRNA       0.834 
     1625        1:?   1:lncRNA       0.834 
     1626        1:?   1:lncRNA       0.879 
     1627        1:?   1:lncRNA       0.879 
     1628        1:?   1:lncRNA       0.904 
     1629        1:?   1:lncRNA       0.879 
     1630        1:?   1:lncRNA       0.879 
     1631        1:?   1:lncRNA       0.879 
     1632        1:?   1:lncRNA       0.879 
     1633        1:?   1:lncRNA       0.879 
     1634        1:?   1:lncRNA       0.834 
     1635        1:?   1:lncRNA       0.904 
     1636        1:?   1:lncRNA       0.904 
     1637        1:?   1:lncRNA       0.904 
     1638        1:?   1:lncRNA       0.834 
     1639        1:?   1:lncRNA       0.834 
     1640        1:?   1:lncRNA       0.879 
     1641        1:?   1:lncRNA       0.834 
     1642        1:?   1:lncRNA       0.834 
     1643        1:?   1:lncRNA       0.834 
     1644        1:?   1:lncRNA       0.904 
     1645        1:?   1:lncRNA       0.904 
     1646        1:?   1:lncRNA       0.834 
     1647        1:?   1:lncRNA       0.879 
     1648        1:?   1:lncRNA       0.879 
     1649        1:?   1:lncRNA       0.879 
     1650        1:?   1:lncRNA       0.904 
     1651        1:?   1:lncRNA       0.879 
     1652        1:?   1:lncRNA       0.879 
     1653        1:?   1:lncRNA       0.879 
     1654        1:?   1:lncRNA       0.879 
     1655        1:?   1:lncRNA       0.904 
     1656        1:?   1:lncRNA       0.886 
     1657        1:?   1:lncRNA       0.879 
     1658        1:?   1:lncRNA       0.879 
     1659        1:?   1:lncRNA       0.834 
     1660        1:?   1:lncRNA       0.834 
     1661        1:?   1:lncRNA       0.879 
     1662        1:?   1:lncRNA       0.879 
     1663        1:?   1:lncRNA       0.834 
     1664        1:?   1:lncRNA       0.879 
     1665        1:?   1:lncRNA       0.879 
     1666        1:?   1:lncRNA       0.904 
     1667        1:?   1:lncRNA       0.834 
     1668        1:?   1:lncRNA       0.879 
     1669        1:?   1:lncRNA       0.879 
     1670        1:?   1:lncRNA       0.904 
     1671        1:?   1:lncRNA       0.904 
     1672        1:?   1:lncRNA       0.904 
     1673        1:?   1:lncRNA       0.879 
     1674        1:?   1:lncRNA       0.879 
     1675        1:?   1:lncRNA       0.879 
     1676        1:?   1:lncRNA       0.879 
     1677        1:?   1:lncRNA       0.879 
     1678        1:?   1:lncRNA       0.834 
     1679        1:?   1:lncRNA       0.879 
     1680        1:?   1:lncRNA       0.834 
     1681        1:?   1:lncRNA       0.904 
     1682        1:?   1:lncRNA       0.904 
     1683        1:?   1:lncRNA       0.879 
     1684        1:?   1:lncRNA       0.879 
     1685        1:?   1:lncRNA       0.879 
     1686        1:?   1:lncRNA       0.904 
     1687        1:?   1:lncRNA       0.904 
     1688        1:?   1:lncRNA       0.879 
     1689        1:?   1:lncRNA       0.879 
     1690        1:?   1:lncRNA       0.904 
     1691        1:?   1:lncRNA       0.834 
     1692        1:?   1:lncRNA       0.879 
     1693        1:?   1:lncRNA       0.904 
     1694        1:?   1:lncRNA       0.834 
     1695        1:?   1:lncRNA       0.834 
     1696        1:?   1:lncRNA       0.904 
     1697        1:?   1:lncRNA       0.834 
     1698        1:?   1:lncRNA       0.904 
     1699        1:?   1:lncRNA       0.904 
     1700        1:?   1:lncRNA       0.904 
     1701        1:?   1:lncRNA       0.904 
     1702        1:?   1:lncRNA       0.879 
     1703        1:?   1:lncRNA       0.904 
     1704        1:?   1:lncRNA       0.904 
     1705        1:?   1:lncRNA       0.879 
     1706        1:?   1:lncRNA       0.879 
     1707        1:?   1:lncRNA       0.904 
     1708        1:?   1:lncRNA       0.879 
     1709        1:?   1:lncRNA       0.834 
     1710        1:?   1:lncRNA       0.904 
     1711        1:?   1:lncRNA       0.879 
     1712        1:?   1:lncRNA       0.834 
     1713        1:?   1:lncRNA       0.834 
     1714        1:?   1:lncRNA       0.904 
     1715        1:?   1:lncRNA       0.834 
     1716        1:?   1:lncRNA       0.879 
     1717        1:?   1:lncRNA       0.834 
     1718        1:?   1:lncRNA       0.879 
     1719        1:?   1:lncRNA       0.904 
     1720        1:?   1:lncRNA       0.879 
     1721        1:?   1:lncRNA       0.904 
     1722        1:?   1:lncRNA       0.879 
     1723        1:?   1:lncRNA       0.879 
     1724        1:?   1:lncRNA       0.879 
     1725        1:?   1:lncRNA       0.879 
     1726        1:?   1:lncRNA       0.904 
     1727        1:?   1:lncRNA       0.879 
     1728        1:?   1:lncRNA       0.904 
     1729        1:?   1:lncRNA       0.834 
     1730        1:?   1:lncRNA       0.879 
     1731        1:?   1:lncRNA       0.879 
     1732        1:?   1:lncRNA       0.879 
     1733        1:?   1:lncRNA       0.879 
